DATE,AWAY_TEAM,HOME_TEAM
3/20/25,MIL,GSW
3/20/25,CHI,SAC
3/21/25,ORL,WAS
3/21/25,HOU,MIA
3/21/25,NOP,MIN
3/21/25,CHO,OKC
3/21/25,PHI,SAS
3/21/25,DET,DAL
3/21/25,BOS,UTA
3/21/25,CLE,PHO
3/21/25,DEN,POR
3/21/25,MEM,LAC
3/22/25,BRK,IND
3/22/25,GSW,ATL
3/22/25,WAS,NYK
3/22/25,MIL,SAC
3/22/25,CHI,LAL
3/23/25,NOP,DET
3/23/25,CLE,UTA
3/23/25,PHI,ATL
3/23/25,CHO,MIA
3/23/25,BOS,POR
3/23/25,SAS,TOR
3/23/25,DEN,HOU
3/23/25,OKC,LAC
3/24/25,MIN,IND
3/24/25,LAL,ORL
3/24/25,TOR,WAS
3/24/25,DAL,BRK
3/24/25,PHI,NOP
3/24/25,CHI,DEN
3/24/25,MIL,PHO
3/24/25,BOS,SAC
3/25/25,ORL,CHO
3/25/25,SAS,DET
3/25/25,GSW,MIA
3/25/25,DAL,NYK
3/25/25,ATL,HOU
3/25/25,MEM,UTA
3/25/25,CLE,POR
3/25/25,OKC,SAC
3/26/25,WAS,PHI
3/26/25,TOR,BRK
3/26/25,LAL,IND
3/26/25,LAC,NYK
3/26/25,MIL,DEN
3/26/25,BOS,PHO
3/27/25,SAS,CLE
3/27/25,DAL,ORL
3/27/25,IND,WAS
3/27/25,ATL,MIA
3/27/25,LAL,CHI
3/27/25,MEM,OKC
3/27/25,HOU,UTA
3/27/25,POR,SAC
3/28/25,CLE,DET
3/28/25,LAC,BRK
3/28/25,CHO,TOR
3/28/25,NYK,MIL
3/28/25,PHO,MIN
3/28/25,GSW,NOP
3/28/25,UTA,DEN
3/29/25,SAC,ORL
3/29/25,BRK,WAS
3/29/25,MIA,PHI
3/29/25,DAL,CHI
3/29/25,LAL,MEM
3/29/25,IND,OKC
3/29/25,BOS,SAS
3/30/25,LAC,CLE
3/30/25,POR,NYK
3/30/25,ATL,MIL
3/30/25,DET,MIN
3/30/25,CHO,NOP
3/30/25,GSW,SAS
3/30/25,TOR,PHI
3/30/25,HOU,PHO
3/31/25,UTA,CHO
3/31/25,SAC,IND
3/31/25,LAC,ORL
3/31/25,MIA,WAS
3/31/25,BOS,MEM
3/31/25,CHI,OKC
3/31/25,BRK,DAL
3/31/25,HOU,LAL
4/1/25,POR,ATL
4/1/25,PHI,NYK
4/1/25,TOR,CHI
4/1/25,GSW,MEM
4/1/25,PHO,MIL
4/1/25,MIN,DEN
4/2/25,NYK,CLE
4/2/25,CHO,IND
4/2/25,SAC,WAS
4/2/25,MIA,BOS
4/2/25,UTA,HOU
4/2/25,DET,OKC
4/2/25,ATL,DAL
4/2/25,SAS,DEN
4/2/25,NOP,LAC
4/3/25,ORL,WAS
4/3/25,MIN,BRK
4/3/25,MEM,MIA
4/3/25,MIL,PHI
4/3/25,POR,TOR
4/3/25,GSW,LAL
4/4/25,SAC,CHO
4/4/25,UTA,IND
4/4/25,PHO,BOS
4/4/25,DET,TOR
4/4/25,POR,CHI
4/4/25,OKC,HOU
4/4/25,CLE,SAS
4/4/25,DEN,GSW
4/4/25,DAL,LAC
4/4/25,NOP,LAL
4/5/25,NYK,ATL
4/5/25,MEM,DET
4/5/25,MIN,PHI
4/5/25,MIL,MIA
4/5/25,DAL,LAC
4/6/25,CHI,CHO
4/6/25,TOR,BRK
4/6/25,LAL,OKC
4/6/25,UTA,ATL
4/6/25,WAS,BOS
4/6/25,SAC,CLE
4/6/25,SAS,POR
4/6/25,ORL,NOP
4/6/25,PHO,NYK
4/6/25,IND,DEN
4/6/25,HOU,GSW
4/7/25,SAC,DET
4/7/25,PHI,MIA
4/8/25,MEM,CHO
4/8/25,CHI,CLE
4/8/25,WAS,IND
4/8/25,ATL,ORL
4/8/25,NOP,BRK
4/8/25,BOS,NYK
4/8/25,MIN,MIL
4/8/25,LAL,OKC
4/8/25,GSW,PHO
4/8/25,SAS,LAC
4/9/25,BOS,ORL
4/9/25,PHI,WAS
4/9/25,LAL,DAL
4/9/25,CHO,TOR
4/9/25,MIA,CHI
4/9/25,NOP,MIL
4/9/25,POR,UTA
4/9/25,SAS,GSW
4/9/25,OKC,PHO
4/9/25,DEN,SAC
4/9/25,HOU,LAC
4/10/25,NYK,DET
4/10/25,CLE,IND
4/10/25,ATL,BRK
4/10/25,MIN,MEM
4/11/25,MIL,DET
4/11/25,ORL,IND
4/11/25,ATL,PHI
4/11/25,CHO,BOS
4/11/25,CLE,NYK
4/11/25,WAS,CHI
4/11/25,MIA,NOP
4/11/25,TOR,DAL
4/11/25,MEM,DEN
4/11/25,BRK,MIN
4/11/25,OKC,UTA
4/11/25,SAS,PHO
4/11/25,GSW,POR
4/11/25,LAC,SAC
4/11/25,HOU,LAL
4/13/25,ORL,ATL
4/13/25,CHO,BOS
4/13/25,NYK,BRK
4/13/25,IND,CLE
4/13/25,WAS,MIA
4/13/25,DET,MIL
4/13/25,CHI,PHI
4/13/25,LAC,GSW
4/13/25,DEN,HOU
4/13/25,DAL,MEM
4/13/25,UTA,MIN
4/13/25,OKC,NOP
4/13/25,LAL,POR
4/13/25,PHO,SAC
4/13/25,TOR,SAS
